SWC_F_MDS_1,is_leap_year,Month,Year,Day,Percentile,flashdrought,FD_Period,slowdrought,SD_Period,date
45.8168,True,6,2008,10,88.88888888888889,,,,,2008-06-10
43.55,True,6,2008,15,83.33333333333334,,,,,2008-06-15
40.1626,True,6,2008,20,77.77777777777779,,,,,2008-06-20
43.9208,True,6,2008,25,83.33333333333334,,,,,2008-06-25
44.6126,True,6,2008,30,83.33333333333334,,,,,2008-06-30
43.3502,True,7,2008,5,83.33333333333334,,,,,2008-07-05
41.5918,True,7,2008,10,72.22222222222221,,,,,2008-07-10
33.5666,True,7,2008,15,66.66666666666666,,,,,2008-07-15
35.4956,True,7,2008,20,72.22222222222221,,,,,2008-07-20
45.7584,True,7,2008,25,94.44444444444444,,,,,2008-07-25
47.449799999999996,True,7,2008,30,88.88888888888889,,,,,2008-07-30
41.153999999999996,True,8,2008,4,88.88888888888889,,,,,2008-08-04
32.7916,True,8,2008,9,72.22222222222221,,,,,2008-08-09
30.470799999999997,True,8,2008,14,61.111111111111114,,,,,2008-08-14
33.465999999999994,True,8,2008,19,77.77777777777779,,,,,2008-08-19
30.7874,True,8,2008,24,72.22222222222221,,,,,2008-08-24
39.9082,True,8,2008,29,94.44444444444444,,,,,2008-08-29
45.004200000000004,True,9,2008,3,100.0,,,,,2008-09-03
43.825,True,9,2008,8,100.0,,,,,2008-09-08
48.8292,True,9,2008,13,94.44444444444444,,,,,2008-09-13
44.504200000000004,True,9,2008,18,94.44444444444444,,,,,2008-09-18
41.754200000000004,True,9,2008,23,88.88888888888889,,,,,2008-09-23
41.6958,True,9,2008,28,88.88888888888889,,,,,2008-09-28
41.720600000000005,True,10,2008,3,88.88888888888889,,,,,2008-10-03
45.2042,True,10,2008,8,94.44444444444444,,,,,2008-10-08
41.9042,True,10,2008,13,88.88888888888889,,,,,2008-10-13
40.442,True,10,2008,18,94.44444444444444,,,,,2008-10-18
44.4082,True,10,2008,23,94.44444444444444,,,,,2008-10-23
43.55,True,10,2008,28,94.44444444444444,,,,,2008-10-28
42.953199999999995,True,11,2008,2,94.44444444444444,,,,,2008-11-02
47.5332,True,11,2008,7,94.44444444444444,,,,,2008-11-07
48.3458,True,11,2008,12,94.44444444444444,,,,,2008-11-12
46.604,True,11,2008,17,94.44444444444444,,,,,2008-11-17
45.7748,True,11,2008,22,88.88888888888889,,,,,2008-11-22
46.3,True,11,2008,27,88.88888888888889,,,,,2008-11-27
47.4486,True,12,2008,2,88.88888888888889,,,,,2008-12-02
46.425,True,12,2008,7,88.88888888888889,,,,,2008-12-07
46.79600000000001,True,12,2008,12,88.88888888888889,,,,,2008-12-12
47.1574,True,12,2008,17,88.88888888888889,,,,,2008-12-17
47.9976,True,12,2008,22,88.88888888888889,,,,,2008-12-22
48.0874,True,12,2008,27,88.88888888888889,,,,,2008-12-27
49.604,True,1,2009,1,90.9090909090909,,,,,2009-01-01
48.346000000000004,False,1,2009,1,86.36363636363636,,,,,2009-01-01
48.229,False,1,2009,6,88.23529411764706,,,,,2009-01-06
49.0542,False,1,2009,11,94.11764705882352,,,,,2009-01-11
47.15,False,1,2009,16,94.11764705882352,,,,,2009-01-16
44.9692,False,1,2009,21,88.23529411764706,,,,,2009-01-21
43.4722,False,1,2009,26,82.35294117647058,,,,,2009-01-26
44.2166,False,1,2009,31,88.23529411764706,,,,,2009-01-31
44.153999999999996,False,2,2009,5,88.23529411764706,,,,,2009-02-05
45.5582,False,2,2009,10,88.23529411764706,,,,,2009-02-10
45.312599999999996,False,2,2009,15,88.23529411764706,,,,,2009-02-15
44.504200000000004,False,2,2009,20,88.23529411764706,,,,,2009-02-20
45.312599999999996,False,2,2009,25,88.23529411764706,,,,,2009-02-25
45.0456,False,3,2009,2,88.23529411764706,,,,,2009-03-02
46.3334,False,3,2009,7,88.23529411764706,,,,,2009-03-07
45.354,False,3,2009,12,76.47058823529412,,,,,2009-03-12
45.9876,False,3,2009,17,88.23529411764706,,,,,2009-03-17
46.225,False,3,2009,22,76.47058823529412,,,,,2009-03-22
46.5584,False,3,2009,27,82.35294117647058,,,,,2009-03-27
46.178999999999995,False,4,2009,1,88.23529411764706,,,,,2009-04-01
46.4624,False,4,2009,6,88.23529411764706,,,,,2009-04-06
46.4708,False,4,2009,11,88.23529411764706,,,,,2009-04-11
46.8584,False,4,2009,16,88.23529411764706,,,,,2009-04-16
47.2168,False,4,2009,21,88.23529411764706,,,,,2009-04-21
48.129200000000004,False,4,2009,26,88.23529411764706,,,,,2009-04-26
47.3874,False,5,2009,1,88.23529411764706,,,,,2009-05-01
47.345600000000005,False,5,2009,6,88.23529411764706,,,,,2009-05-06
46.7668,False,5,2009,11,88.23529411764706,,,,,2009-05-11
46.375,False,5,2009,16,82.35294117647058,,,,,2009-05-16
42.3164,False,5,2009,21,52.94117647058824,,,,,2009-05-21
45.6542,False,5,2009,26,82.35294117647058,,,,,2009-05-26
39.6916,False,5,2009,31,44.44444444444444,,,,,2009-05-31
37.800599999999996,False,6,2009,5,50.0,,,,,2009-06-05
45.5792,False,6,2009,10,83.33333333333334,,,,,2009-06-10
42.303399999999996,False,6,2009,15,77.77777777777779,,,,,2009-06-15
36.7724,False,6,2009,20,50.0,,,,,2009-06-20
34.0376,False,6,2009,25,55.55555555555556,,,,,2009-06-25
32.553999999999995,False,6,2009,30,61.111111111111114,,,,,2009-06-30
42.8874,False,7,2009,5,77.77777777777779,,,,,2009-07-05
42.3584,False,7,2009,10,83.33333333333334,,,,,2009-07-10
44.1,False,7,2009,15,94.44444444444444,,,,,2009-07-15
44.5582,False,7,2009,20,88.88888888888889,,,,,2009-07-20
35.7834,False,7,2009,25,77.77777777777779,,,,,2009-07-25
29.791800000000002,False,7,2009,30,66.66666666666666,,,,,2009-07-30
26.1706,False,8,2009,4,55.55555555555556,,,,,2009-08-04
34.5752,False,8,2009,9,83.33333333333334,,,,,2009-08-09
32.9208,False,8,2009,14,72.22222222222221,,,,,2009-08-14
42.979200000000006,False,8,2009,19,100.0,,,,,2009-08-19
33.379,False,8,2009,24,88.88888888888889,,,,,2009-08-24
28.5834,False,8,2009,29,61.111111111111114,,,,,2009-08-29
26.9832,False,9,2009,3,61.111111111111114,,,,,2009-09-03
24.2086,False,9,2009,8,33.33333333333333,,,,,2009-09-08
21.4916,False,9,2009,13,22.22222222222222,,,,,2009-09-13
34.9874,False,9,2009,18,77.77777777777779,,,,,2009-09-18
46.0458,False,9,2009,23,94.44444444444444,,,,,2009-09-23
46.8876,False,9,2009,28,94.44444444444444,,,,,2009-09-28
48.0002,False,10,2009,3,100.0,,,,,2009-10-03
50.2748,False,10,2009,8,100.0,,,,,2009-10-08
52.0126,False,10,2009,13,100.0,,,,,2009-10-13
45.5376,False,10,2009,18,100.0,,,,,2009-10-18
52.5668,False,10,2009,23,100.0,,,,,2009-10-23
51.971000000000004,False,10,2009,28,100.0,,,,,2009-10-28
49.5,False,11,2009,2,100.0,,,,,2009-11-02
50.5622,False,11,2009,7,100.0,,,,,2009-11-07
49.6918,False,11,2009,12,100.0,,,,,2009-11-12
50.587599999999995,False,11,2009,17,100.0,,,,,2009-11-17
49.5834,False,11,2009,22,100.0,,,,,2009-11-22
50.779399999999995,False,11,2009,27,94.44444444444444,,,,,2009-11-27
49.7958,False,12,2009,2,94.44444444444444,,,,,2009-12-02
51.187400000000004,False,12,2009,7,94.44444444444444,,,,,2009-12-07
47.4542,False,12,2009,12,94.44444444444444,,,,,2009-12-12
48.120799999999996,False,12,2009,17,94.44444444444444,,,,,2009-12-17
48.854200000000006,False,12,2009,22,94.44444444444444,,,,,2009-12-22
49.79600000000001,False,12,2009,27,94.44444444444444,,,,,2009-12-27
51.2832,False,1,2010,1,95.45454545454545,,,,,2010-01-01
49.0834,False,1,2010,6,94.11764705882352,,,,,2010-01-06
47.1668,False,1,2010,11,88.23529411764706,,,,,2010-01-11
45.5336,False,1,2010,16,88.23529411764706,,,,,2010-01-16
47.9582,False,1,2010,21,94.11764705882352,,,,,2010-01-21
51.4418,False,1,2010,26,94.11764705882352,,,,,2010-01-26
49.721000000000004,False,1,2010,31,94.11764705882352,,,,,2010-01-31
53.2,False,2,2010,5,94.11764705882352,,,,,2010-02-05
53.187400000000004,False,2,2010,10,94.11764705882352,,,,,2010-02-10
52.778999999999996,False,2,2010,15,94.11764705882352,,,,,2010-02-15
53.6,False,2,2010,20,94.11764705882352,,,,,2010-02-20
52.5458,False,2,2010,25,94.11764705882352,,,,,2010-02-25
51.8082,False,3,2010,2,94.11764705882352,,,,,2010-03-02
52.2624,False,3,2010,7,94.11764705882352,,,,,2010-03-07
54.276199999999996,False,3,2010,12,94.11764705882352,,,,,2010-03-12
53.35,False,3,2010,17,94.11764705882352,,,,,2010-03-17
53.3624,False,3,2010,22,94.11764705882352,,,,,2010-03-22
51.933400000000006,False,3,2010,27,94.11764705882352,,,,,2010-03-27
53.178999999999995,False,4,2010,1,94.11764705882352,,,,,2010-04-01
52.837599999999995,False,4,2010,6,94.11764705882352,,,,,2010-04-06
49.916399999999996,False,4,2010,11,94.11764705882352,,,,,2010-04-11
51.6542,False,4,2010,16,94.11764705882352,,,,,2010-04-16
51.7332,False,4,2010,21,94.11764705882352,,,,,2010-04-21
51.91179999999999,False,4,2010,26,94.11764705882352,,,,,2010-04-26
51.70399999999999,False,5,2010,1,94.11764705882352,,,,,2010-05-01
49.770799999999994,False,5,2010,6,94.11764705882352,,,,,2010-05-06
50.342,False,5,2010,11,94.11764705882352,,,,,2010-05-11
51.162400000000005,False,5,2010,16,94.11764705882352,,,,,2010-05-16
48.7624,False,5,2010,21,94.11764705882352,,,,,2010-05-21
43.82899999999999,False,5,2010,26,64.70588235294117,,,,,2010-05-26
45.6294,False,5,2010,31,83.33333333333334,,,,,2010-05-31
45.604200000000006,False,6,2010,5,88.88888888888889,,,,,2010-06-05
52.3208,False,6,2010,10,94.44444444444444,,,,,2010-06-10
53.5124,False,6,2010,15,94.44444444444444,,,,,2010-06-15
47.8418,False,6,2010,20,94.44444444444444,,,,,2010-06-20
42.754,False,6,2010,25,77.77777777777779,,,,,2010-06-25
37.1958,False,6,2010,30,72.22222222222221,,,,,2010-06-30
45.1916,False,7,2010,5,88.88888888888889,,,,,2010-07-05
40.373599999999996,False,7,2010,10,66.66666666666666,,,,,2010-07-10
36.1884,False,7,2010,15,72.22222222222221,,,,,2010-07-15
46.8444,False,7,2010,20,94.44444444444444,,,,,2010-07-20
37.25,False,7,2010,25,83.33333333333334,,,,,2010-07-25
48.7166,False,7,2010,30,94.44444444444444,,,,,2010-07-30
35.928999999999995,False,8,2010,4,72.22222222222221,,,,,2010-08-04
29.1416,False,8,2010,9,55.55555555555556,,,,,2010-08-09
35.821000000000005,False,8,2010,14,88.88888888888889,,,,,2010-08-14
38.9418,False,8,2010,19,94.44444444444444,,,,,2010-08-19
43.5712,False,8,2010,24,100.0,,,,,2010-08-24
42.354200000000006,False,8,2010,29,100.0,,,,,2010-08-29
43.3752,False,9,2010,3,94.44444444444444,,,,,2010-09-03
41.65,False,9,2010,8,94.44444444444444,,,,,2010-09-08
49.4918,False,9,2010,13,100.0,,,,,2010-09-13
55.45399999999999,False,9,2010,18,100.0,,,,,2010-09-18
57.3916,False,9,2010,23,100.0,,,,,2010-09-23
52.916599999999995,False,9,2010,28,100.0,,,,,2010-09-28
44.075,False,10,2010,3,94.44444444444444,,,,,2010-10-03
37.5456,False,10,2010,8,77.77777777777779,,,,,2010-10-08
32.275,False,10,2010,13,55.55555555555556,,,,,2010-10-13
29.558600000000002,False,10,2010,18,50.0,,,,,2010-10-18
31.187599999999996,False,10,2010,23,50.0,,,,,2010-10-23
32.6126,False,10,2010,28,55.55555555555556,,,,,2010-10-28
31.220999999999997,False,11,2010,2,44.44444444444444,,,,,2010-11-02
30.8002,False,11,2010,7,50.0,,,,,2010-11-07
35.4876,False,11,2010,12,61.111111111111114,,,,,2010-11-12
35.8056,False,11,2010,17,55.55555555555556,,,,,2010-11-17
48.07340000000001,False,11,2010,22,94.44444444444444,,,,,2010-11-22
52.9846,False,11,2010,27,100.0,,,,,2010-11-27
51.816599999999994,False,12,2010,2,100.0,,,,,2010-12-02
51.3452,False,12,2010,7,100.0,,,,,2010-12-07
52.126999999999995,False,12,2010,12,100.0,,,,,2010-12-12
52.754,False,12,2010,17,100.0,,,,,2010-12-17
52.74159999999999,False,12,2010,22,100.0,,,,,2010-12-22
53.4802,False,12,2010,27,100.0,,,,,2010-12-27
53.602599999999995,False,1,2011,1,100.0,,,,,2011-01-01
52.3994,False,1,2011,6,100.0,,,,,2011-01-06
51.625,False,1,2011,11,100.0,,,,,2011-01-11
52.950199999999995,False,1,2011,16,100.0,,,,,2011-01-16
50.6708,False,1,2011,21,100.0,,,,,2011-01-21
53.089200000000005,False,1,2011,26,100.0,,,,,2011-01-26
52.95,False,1,2011,31,100.0,,,,,2011-01-31
55.3404,False,2,2011,5,100.0,,,,,2011-02-05
53.9952,False,2,2011,10,100.0,,,,,2011-02-10
53.2414,False,2,2011,15,100.0,,,,,2011-02-15
55.5692,False,2,2011,20,100.0,,,,,2011-02-20
55.6668,False,2,2011,25,100.0,,,,,2011-02-25
54.49159999999999,False,3,2011,2,100.0,,,,,2011-03-02
56.2564,False,3,2011,7,100.0,,,,,2011-03-07
56.32899999999999,False,3,2011,12,100.0,,,,,2011-03-12
56.553999999999995,False,3,2011,17,100.0,,,,,2011-03-17
56.444399999999995,False,3,2011,22,100.0,,,,,2011-03-22
56.4446,False,3,2011,27,100.0,,,,,2011-03-27
56.553999999999995,False,4,2011,1,100.0,,,,,2011-04-01
56.444399999999995,False,4,2011,6,100.0,,,,,2011-04-06
56.4446,False,4,2011,11,100.0,,,,,2011-04-11
56.553999999999995,False,4,2011,16,100.0,,,,,2011-04-16
56.444399999999995,False,4,2011,21,100.0,,,,,2011-04-21
56.4446,False,4,2011,26,100.0,,,,,2011-04-26
56.553999999999995,False,5,2011,1,100.0,,,,,2011-05-01
56.444399999999995,False,5,2011,6,100.0,,,,,2011-05-06
56.4446,False,5,2011,11,100.0,,,,,2011-05-11
56.553999999999995,False,5,2011,16,100.0,,,,,2011-05-16
56.444399999999995,False,5,2011,21,100.0,,,,,2011-05-21
56.4446,False,5,2011,26,100.0,,,,,2011-05-26
56.553999999999995,False,5,2011,31,100.0,,,,,2011-05-31
56.444399999999995,False,6,2011,5,100.0,,,,,2011-06-05
56.4446,False,6,2011,10,100.0,,,,,2011-06-10
56.553999999999995,False,6,2011,15,100.0,,,,,2011-06-15
56.444399999999995,False,6,2011,20,100.0,,,,,2011-06-20
56.4446,False,6,2011,25,100.0,,,,,2011-06-25
56.553999999999995,False,6,2011,30,100.0,,,,,2011-06-30
56.444399999999995,False,7,2011,5,100.0,,,,,2011-07-05
56.4446,False,7,2011,10,100.0,,,,,2011-07-10
56.553999999999995,False,7,2011,15,100.0,,,,,2011-07-15
56.444399999999995,False,7,2011,20,100.0,,,,,2011-07-20
56.4446,False,7,2011,25,100.0,,,,,2011-07-25
56.553999999999995,False,7,2011,30,100.0,,,,,2011-07-30
45.7342,False,8,2011,4,100.0,,,,,2011-08-04
38.5882,False,8,2011,9,100.0,,,,,2011-08-09
38.5056,False,8,2011,14,100.0,,,,,2011-08-14
38.6592,False,8,2011,19,88.88888888888889,,,,,2011-08-19
38.5882,False,8,2011,24,94.44444444444444,,,,,2011-08-24
38.5056,False,8,2011,29,88.88888888888889,,,,,2011-08-29
38.6592,False,9,2011,3,88.88888888888889,,,,,2011-09-03
38.5882,False,9,2011,8,77.77777777777779,,,,,2011-09-08
38.5056,False,9,2011,13,83.33333333333334,,,,,2011-09-13
38.6592,False,9,2011,18,83.33333333333334,,,,,2011-09-18
38.5882,False,9,2011,23,83.33333333333334,,,,,2011-09-23
38.5056,False,9,2011,28,83.33333333333334,,,,,2011-09-28
38.6592,False,10,2011,3,77.77777777777779,,,,,2011-10-03
38.5882,False,10,2011,8,83.33333333333334,,,,,2011-10-08
38.5056,False,10,2011,13,83.33333333333334,,,,,2011-10-13
38.6592,False,10,2011,18,83.33333333333334,,,,,2011-10-18
38.5882,False,10,2011,23,83.33333333333334,,,,,2011-10-23
38.5056,False,10,2011,28,83.33333333333334,,,,,2011-10-28
38.6592,False,11,2011,2,83.33333333333334,,,,,2011-11-02
38.5882,False,11,2011,7,88.88888888888889,,,,,2011-11-07
38.5056,False,11,2011,12,83.33333333333334,,,,,2011-11-12
38.6592,False,11,2011,17,83.33333333333334,,,,,2011-11-17
38.5882,False,11,2011,22,66.66666666666666,,,,,2011-11-22
38.5056,False,11,2011,27,55.55555555555556,,,,,2011-11-27
38.6592,False,12,2011,2,55.55555555555556,,,,,2011-12-02
38.5882,False,12,2011,7,61.111111111111114,,,,,2011-12-07
38.5056,False,12,2011,12,50.0,,,,,2011-12-12
38.6592,False,12,2011,17,55.55555555555556,,,,,2011-12-17
38.5882,False,12,2011,22,61.111111111111114,,,,,2011-12-22
38.745400000000004,False,12,2011,27,50.0,,,,,2011-12-27
37.9802,True,1,2012,1,40.909090909090914,,,,,2012-01-01
37.630399999999995,True,1,2012,6,41.17647058823529,,,,,2012-01-06
36.8108,True,1,2012,11,29.411764705882355,,,,,2012-01-11
38.7568,True,1,2012,16,58.82352941176471,,,,,2012-01-16
37.6432,True,1,2012,21,41.17647058823529,,,,,2012-01-21
38.1304,True,1,2012,26,35.294117647058826,,,,,2012-01-26
40.1002,True,1,2012,31,64.70588235294117,,,,,2012-01-31
40.993,True,2,2012,5,64.70588235294117,,,,,2012-02-05
38.403,True,2,2012,10,47.05882352941176,,,,,2012-02-10
41.90560000000001,True,2,2012,15,70.58823529411765,,,,,2012-02-15
40.184,True,2,2012,20,58.82352941176471,,,,,2012-02-20
38.991749999999996,True,2,2012,25,52.94117647058824,,,,,2012-02-25
40.5086,True,3,2012,2,64.70588235294117,,,,,2012-03-02
40.8454,True,3,2012,7,41.17647058823529,,,,,2012-03-07
42.923199999999994,True,3,2012,12,52.94117647058824,,,,,2012-03-12
43.8154,True,3,2012,17,64.70588235294117,,,,,2012-03-17
46.7626,True,3,2012,22,88.23529411764706,,,,,2012-03-22
44.9854,True,3,2012,27,76.47058823529412,,,,,2012-03-27
43.861399999999996,True,4,2012,1,58.82352941176471,,,,,2012-04-01
42.8072,True,4,2012,6,52.94117647058824,,,,,2012-04-06
42.994600000000005,True,4,2012,11,52.94117647058824,,,,,2012-04-11
45.284,True,4,2012,16,82.35294117647058,,,,,2012-04-16
41.532,True,4,2012,21,41.17647058823529,,,,,2012-04-21
40.2996,True,4,2012,26,23.52941176470588,,,,,2012-04-26
45.958600000000004,True,5,2012,1,76.47058823529412,,,,,2012-05-01
43.2838,True,5,2012,6,70.58823529411765,,before,,,2012-05-06
38.9784,True,5,2012,11,35.294117647058826,35.294117647058826,onset,,,2012-05-11
34.9898,True,5,2012,16,29.411764705882355,29.411764705882355,onset,,,2012-05-16
31.105399999999996,True,5,2012,21,23.52941176470588,23.52941176470588,onset,,,2012-05-21
28.125400000000003,True,5,2012,26,17.647058823529413,17.647058823529413,onset,,,2012-05-26
25.6786,True,5,2012,31,16.666666666666664,16.666666666666664,recovery,,,2012-05-31
24.4868,True,6,2012,5,22.22222222222222,22.22222222222222,recovery,,,2012-06-05
24.9698,True,6,2012,10,11.11111111111111,,after,,,2012-06-10
25.6188,True,6,2012,15,27.77777777777778,,,,,2012-06-15
23.883000000000003,True,6,2012,20,22.22222222222222,,,,,2012-06-20
22.8512,True,6,2012,25,16.666666666666664,,,,,2012-06-25
22.478,True,6,2012,30,16.666666666666664,,,,,2012-06-30
22.0854,True,7,2012,5,22.22222222222222,,,,,2012-07-05
22.6164,True,7,2012,10,27.77777777777778,,,,,2012-07-10
21.750999999999998,True,7,2012,15,22.22222222222222,,,,,2012-07-15
21.4704,True,7,2012,20,22.22222222222222,,,,,2012-07-20
21.2524,True,7,2012,25,27.77777777777778,,,,,2012-07-25
21.5134,True,7,2012,30,33.33333333333333,,,,,2012-07-30
21.0834,True,8,2012,4,22.22222222222222,,,,,2012-08-04
20.7544,True,8,2012,9,27.77777777777778,,,,,2012-08-09
20.188200000000002,True,8,2012,14,22.22222222222222,,,,,2012-08-14
19.8774,True,8,2012,19,16.666666666666664,,,,,2012-08-19
19.8888,True,8,2012,24,11.11111111111111,,,,,2012-08-24
24.765800000000002,True,8,2012,29,33.33333333333333,,,,,2012-08-29
33.908,True,9,2012,3,77.77777777777779,,,,,2012-09-03
31.6038,True,9,2012,8,72.22222222222221,,,,,2012-09-08
28.486399999999996,True,9,2012,13,61.111111111111114,,,,,2012-09-13
25.941399999999998,True,9,2012,18,44.44444444444444,,,,,2012-09-18
23.823,True,9,2012,23,44.44444444444444,,,,,2012-09-23
25.0854,True,9,2012,28,55.55555555555556,,,,,2012-09-28
23.1118,True,10,2012,3,38.88888888888889,,,,,2012-10-03
21.7552,True,10,2012,8,33.33333333333333,,,,,2012-10-08
25.8536,True,10,2012,13,33.33333333333333,,,,,2012-10-13
29.089999999999996,True,10,2012,18,44.44444444444444,,,,,2012-10-18
33.1402,True,10,2012,23,55.55555555555556,,,,,2012-10-23
32.2288,True,10,2012,28,50.0,,,,,2012-10-28
31.386400000000002,True,11,2012,2,50.0,,,,,2012-11-02
31.107400000000002,True,11,2012,7,55.55555555555556,,,,,2012-11-07
35.571600000000004,True,11,2012,12,66.66666666666666,,,,,2012-11-12
34.3664,True,11,2012,17,50.0,,,,,2012-11-17
33.4834,True,11,2012,22,38.88888888888889,,,,,2012-11-22
32.1404,True,11,2012,27,27.77777777777778,,,,,2012-11-27
33.9446,True,12,2012,2,27.77777777777778,,,,,2012-12-02
34.6894,True,12,2012,7,33.33333333333333,,,,,2012-12-07
34.197199999999995,True,12,2012,12,33.33333333333333,,,,,2012-12-12
35.806799999999996,True,12,2012,17,33.33333333333333,,,,,2012-12-17
35.968399999999995,True,12,2012,22,38.88888888888889,,,,,2012-12-22
34.955200000000005,True,12,2012,27,22.22222222222222,,,,,2012-12-27
35.521,True,1,2013,1,27.27272727272727,,,,,2013-01-01
35.772800000000004,False,1,2013,1,31.818181818181817,,,,,2013-01-01
36.229200000000006,False,1,2013,6,29.411764705882355,,,,,2013-01-06
37.5266,False,1,2013,11,41.17647058823529,,,,,2013-01-11
37.525,False,1,2013,16,35.294117647058826,,,,,2013-01-16
35.6576,False,1,2013,21,35.294117647058826,,,,,2013-01-21
38.3966,False,1,2013,26,41.17647058823529,,,,,2013-01-26
37.4682,False,1,2013,31,41.17647058823529,,,,,2013-01-31
37.595,False,2,2013,5,35.294117647058826,,,,,2013-02-05
38.645799999999994,False,2,2013,10,52.94117647058824,,,,,2013-02-10
37.4274,False,2,2013,15,41.17647058823529,,,,,2013-02-15
37.1592,False,2,2013,20,23.52941176470588,,,,,2013-02-20
38.36,False,2,2013,25,35.294117647058826,,,,,2013-02-25
39.0578,False,3,2013,2,58.82352941176471,,,,,2013-03-02
43.3274,False,3,2013,7,82.35294117647058,,,,,2013-03-07
40.618,False,3,2013,12,41.17647058823529,,,,,2013-03-12
40.705200000000005,False,3,2013,17,47.05882352941176,,,,,2013-03-17
39.9656,False,3,2013,22,47.05882352941176,,,,,2013-03-22
